country,active_personnel,aircraft_carriers,armored_fighting_vehicles,attack_aircraft,attack_helicopters,border_coverage_km,coal_consumption_mt,coal_production_cum,coastal_patrol_craft,coastline_coverage_km,corvettes,defense_budget_usd,destroyers,external_debt_usd,fighter_aircraft,fit_for_service,foreign_exchange_and_gold_reserves_usd,frigates,helicopter_carriers,labour_force,major_ports_and_terminals,mine_warfare_craft,natural_gas_consumption_cum,natural_gas_production_cum,oil_consumption_bbl,oil_production_bbl,paramilitary,population_reaching_military_age_annually,proven_coal_reserves_cum,proven_natural_gas_reserves_cum,proven_oil_reserves_bbl,purchasing_power_parity_usd,railway_coverage_km,reserve_personnel,roadway_coverage_km,rocket_projectors,self_propelled_artillery,special_mission_aircraft,submarines,tanker_aircraft,tanks,total_land_area_sq_km,total_merchant_marine_fleet,total_military_aircraft,total_military_helicopters,total_military_manpower,total_naval_fleet,total_naval_fleet_tonnage_mt,total_population,total_serviceable_airports,towed_artillery,trainer_aircraft,transport_aircraft,waterway_coverage_km
Somalia,30000,0,1104,0,0,2385 km,0 mt,0 Cu.M,19,3025 km,0,870000000,0,2563000000,0,1796384,16747500,0,0,3439000,6,0,0 Cu.M,0 Cu.M,6000 bbl,0 bbl,2000,130173,0 Cu.M,5663000000 Cu.M,0 bbl,26770000000,0 km,0,15000 km,0,0,0,0,0,0,637657 km,4,6,6,2993973,19,,13017273,40,0,0,0,0 km
South Africa,68731,0,23024,0,10,5244 km,176095000 mt,239712000 Cu.M,42,2798 km,0,2877000000,0,93879000000,2,14989776,65435000000,4,0,27766000,8,4,4487000000 Cu.M,59128000 Cu.M,609000 bbl,88000 bbl,50000,1027525,9893000000 Cu.M,0 Cu.M,15000000 bbl,870420000000,30400 km,29350,750000 km,201,52,0,3,0,248,1219090 km,110,181,87,27803618,63,43881,60442647,573,434,81,11,0 km
South Korea,450000,0,117460,98,113,237 km,136817000 mt,16081000 Cu.M,96,2413 km,3,44800000000,14,553871450000,242,21353538,418219000000,18,2,29713000,15,14,59480000000 Cu.M,55127000 Cu.M,2542000 bbl,38000 bbl,120000,416654,326000000 Cu.M,7079000000 Cu.M,0 bbl,2607000000000,3979 km,3100000,100428 km,525,2780,35,22,4,1831,99720 km,2149,1540,827,26040900,215,427946,52081799,92,5800,335,40,1600 km
South Sudan,185000,0,2550,0,6,6018 km,0 mt,0 Cu.M,0,0 km,0,30700000,0,2722500000,0,4065188,128248000,0,0,5091000,0,0,0 Cu.M,0 Cu.M,11000 bbl,146000 bbl,0,330297,0 Cu.M,0 Cu.M,3750000000 bbl,6752000000,248 km,0,90200 km,15,24,0,0,0,122,644329 km,0,19,15,6351857,0,,12703714,89,0,0,4,0 km
Spain,121802,1,49324,12,17,1953 km,7388000 mt,1280000 Cu.M,112,4964 km,0,39000676350,0,2830012130000,136,17635602,107774000000,11,0,24386000,52,6,32833000000 Cu.M,41009000 Cu.M,1325000 bbl,47000 bbl,78470,330963,1187000000 Cu.M,2549000000 Cu.M,150000000 bbl,2361000000000,15489 km,24033,150110 km,0,96,8,2,0,298,505370 km,503,440,169,21748999,175,249889,47280433,365,188,108,51,1000 km
Sri Lanka,346000,0,15021,0,8,0 km,2323000 mt,0 Cu.M,259,1340 km,0,1500000000,0,42198000000,6,8551235,6094000000,5,0,8499000,6,0,0 Cu.M,0 Cu.M,100000 bbl,0 bbl,0,307757,0 Cu.M,0 Cu.M,0 bbl,301407000000,1562 km,90000,114093 km,28,0,3,0,0,87,65610 km,96,90,49,10551652,275,32636,21982608,18,96,7,15,160 km
Sudan,300000,0,8890,36,35,6819 km,0 mt,0 Cu.M,10,853 km,0,394700000,0,21650000000,37,17108407,192348850,0,0,10949000,4,0,0 Cu.M,0 Cu.M,129000 bbl,68000 bbl,17500,1312149,0 Cu.M,84951000000 Cu.M,1250000000 bbl,94420000000,7251 km,200000,31000 km,800,100,0,0,0,1055,1861484 km,14,183,64,26747657,10,,50467278,45,1150,33,13,4068 km
Suriname,2500,0,1250,0,0,1907 km,0 mt,0 Cu.M,17,386 km,0,58440000,0,2645000000,0,84079,1632000000,0,0,255500,4,0,6967000 Cu.M,7109000 Cu.M,17000 bbl,14000 bbl,200,3234,0 Cu.M,0 Cu.M,89000000 bbl,12316000000,0 km,0,4304 km,0,0,0,0,0,0,163820 km,13,3,3,142287,17,,646758,55,0,0,0,1200 km
Sweden,25600,0,27576,0,0,2211 km,3170000 mt,1042000 Cu.M,116,3218 km,7,15900000000,0,1102693570000,73,3558185,62569000000,0,0,5699000,92,8,889924000 Cu.M,0 Cu.M,270000 bbl,11000 bbl,104400,105898,5000000 Cu.M,0 Cu.M,0 bbl,668628000000,10910 km,34000,197964 km,0,24,3,4,1,110,450295 km,361,172,53,4235934,279,39816,10589835,206,0,36,6,2052 km
Switzerland,147178,0,6885,0,0,1770 km,126000 mt,0 Cu.M,0,0 km,0,8372658426,0,2420000000000,40,3163225,909366000000,0,0,5153000,0,0,3138000000 Cu.M,0 Cu.M,194000 bbl,300 bbl,5000,97466,0 Cu.M,0 Cu.M,0 bbl,741035000000,5296 km,0,83131 km,0,133,3,0,0,134,41277 km,17,141,39,3898653,0,,8860574,66,0,43,16,1292 km
Syria,100000,0,18736,5,7,2363 km,15000 mt,0 Cu.M,8,193 km,0,145925000,0,4441250000,52,13245310,307766250,0,0,6617000,3,0,3084000000 Cu.M,3085000000 Cu.M,102000 bbl,65000 bbl,50000,668232,0 Cu.M,240693000000 Cu.M,2500000000 bbl,98858000000,2052 km,0,69873 km,0,60,0,0,0,168,187437 km,24,104,39,15273871,12,,23865423,42,0,8,2,900 km
Taiwan,230000,0,24067,0,91,0 km,64609000 mt,5212000 Cu.M,36,1566 km,7,31180000000,4,229900000000,258,1061787,541898500000,21,0,11842940,8,10,21157000000 Cu.M,63747000 Cu.M,954000 bbl,800 bbl,55000,306739,1000000 Cu.M,6230000000 Cu.M,2380000 bbl,1743000000000,1613 km,1657000,43206 km,223,488,18,4,0,1090,35980 km,465,720,239,12269542,91,244050,23595274,57,1360,215,19,0 km
Tajikistan,150000,0,6782,0,6,4130 km,2297000 mt,2394000 Cu.M,0,0 km,0,450460000,0,3024000000,0,3773045,3026450000,0,0,2780000,0,0,85567000 Cu.M,18476000 Cu.M,31000 bbl,300 bbl,20000,176699,4075000000 Cu.M,5663000000 Cu.M,12000000 bbl,50370000000,680 km,600000,30000 km,24,3,0,0,0,38,144100 km,0,25,20,4781269,0,,10394063,19,13,4,1,200 km
Tanzania,25000,0,8408,0,0,4161 km,740000 mt,2341000 Cu.M,10,1424 km,0,1476113361,0,17513000000,11,6678750,5371525000,0,0,32983000,8,0,1808000000 Cu.M,1808000000 Cu.M,85000 bbl,0 bbl,6500,607159,1410000000 Cu.M,6513000000 Cu.M,0 bbl,246706000000,4097 km,0,145203 km,70,0,0,0,0,200,947300 km,381,38,15,12143182,12,,67462121,206,205,6,6,0 km
Thailand,360850,0,52590,26,7,5673 km,42371000 mt,12812000 Cu.M,254,3219 km,5,6006660000,0,37065000000,73,27968399,236934000000,7,1,40623000,21,5,48898000000 Cu.M,30797000000 Cu.M,1397000 bbl,386000 bbl,25000,1118736,1063000000 Cu.M,138243000000 Cu.M,252750000 bbl,1558000000000,4127 km,200000,180053 km,17,59,25,0,0,744,513120 km,884,496,258,36358919,304,133523,69920998,105,595,134,52,4000 km
Tunisia,89800,0,13927,0,0,1495 km,2000 mt,0 Cu.M,30,1148 km,1,2172751250,0,21212000000,10,5181004,9344000000,1,0,4247000,16,0,5153000000 Cu.M,1323000000 Cu.M,104000 bbl,35000 bbl,12000,204830,0 Cu.M,65129000000 Cu.M,425000000 bbl,156086000000,2173 km,0,32332 km,0,0,4,0,0,145,163610 km,72,155,101,6024424,37,,12048847,14,105,28,12,0 km
Turkiye,481000,0,98193,0,111,2816 km,124183000 mt,82534000 Cu.M,40,7200 km,9,51400000000,0,149654000000,201,36087279,154744000000,17,1,36081000,54,11,52887000000 Cu.M,379701000 Cu.M,1107000 bbl,83000 bbl,150000,1430032,10975000000 Cu.M,3794000000 Cu.M,366000000 bbl,3018000000000,11497 km,380000,68526 km,237,1045,27,14,7,2284,783562 km,1170,1101,509,42985080,192,349739,84119531,116,635,301,84,1200 km
Turkmenistan,36500,0,11588,27,10,4158 km,0 mt,0 Cu.M,16,1768 km,0,1463000000,0,3696000000,22,2245963,21073860000,0,0,2445000,0,0,41561000000 Cu.M,86472000000 Cu.M,152000 bbl,272000 bbl,3500,109139,799999000 Cu.M,11327000000000 Cu.M,600000000 bbl,134555000000,5113 km,0,58592 km,164,73,0,0,0,654,488100 km,73,91,26,2768681,16,,5744151,23,457,11,5,1300 km
Uganda,45000,0,9702,0,6,2729 km,0 mt,19 Cu.M,0,0 km,0,1510000000,0,10469000000,6,9905891,3432750000,0,0,22829000,0,0,0 Cu.M,0 Cu.M,44000 bbl,0 bbl,10000,985661,799999000 Cu.M,14158000000 Cu.M,2500000000 bbl,144137000000,1244 km,0,20544 km,12,6,0,0,0,259,241038 km,0,51,30,16756234,0,,49283041,39,26,12,3,0 km
Ukraine,900000,0,45458,30,39,5581 km,25012000 mt,19603000 Cu.M,133,2782 km,0,45000000000,0,90003000000,88,12731272,43781000000,0,0,20539000,26,5,22856000000 Cu.M,18725000000 Cu.M,192000 bbl,3000 bbl,100000,392280,34375000000 Cu.M,1104000000000 Cu.M,395000000 bbl,577583000000,21733 km,4000000,169694 km,288,682,5,0,0,1121,603550 km,410,347,140,18187531,169,22266,35661826,152,625,72,22,1672 km
United Arab Emirates,65000,0,8982,40,30,1066 km,5411000 mt,0 Cu.M,34,1318 km,11,23480000000,0,290400000000,99,4945881,237931000000,0,0,7090000,20,2,66091000000 Cu.M,56683000000 Cu.M,846000 bbl,4146000 bbl,12000,80258,0 Cu.M,6091000000 Cu.M,97800000000 bbl,745994000000,0 km,130000,4080 km,49,165,27,0,5,354,83600 km,655,581,250,5818684,84,20210,10032213,42,99,151,35,0 km
United Kingdom,141330,2,94064,38,50,499 km,7372000 mt,1568000 Cu.M,26,12429 km,0,88526529585,6,10553123900000,103,25192932,174598000000,7,0,35359000,185,8,70141000000 Cu.M,37758000000 Cu.M,1406000 bbl,753000 bbl,0,753050,26000000 Cu.M,180661000000 Cu.M,2500000000 bbl,3636000000000,16390 km,31940,416461 km,43,14,29,10,9,288,243610 km,868,625,262,31491165,116,406308,68459055,1057,126,201,30,3200 km
United States,1333030,11,409660,926,1024,12002 km,495156000 mt,534234000 Cu.M,0,19924 km,27,831500000000,83,24538900710000,1791,124816644,910037000000,0,9,174174000,666,4,914301000000 Cu.M,1029000000000 Cu.M,20307000 bbl,20953000 bbl,0,4445524,247883000000 Cu.M,13402000000000 Cu.M,38212000000 bbl,25676000000000,293564 km,799500,6586610 km,1731,1521,611,66,610,4666,9833517 km,3533,13032,5913,150463900,465,8265799,341963408,16116,1878,2610,917,41009 km
Uruguay,24000,0,5968,6,0,1591 km,8000 mt,0 Cu.M,5,660 km,0,1903440000,0,54450000000,0,1322177,17378000000,0,0,1768000,8,2,86037000 Cu.M,0 Cu.M,50000 bbl,400 bbl,5000,54805,0 Cu.M,0 Cu.M,0 bbl,108502000000,1673 km,0,77732 km,4,16,5,0,2,62,176215 km,58,43,12,1575652,16,,3425330,65,83,12,6,1600 km
Uzbekistan,120000,0,8692,13,34,6893 km,8941000 mt,6379000 Cu.M,0,420 km,0,6210000000,0,25714000000,26,15959499,41237000000,0,0,13974000,0,0,43227000000 Cu.M,47500000000 Cu.M,111000 bbl,64000 bbl,20000,730412,1375000000 Cu.M,1841000000000 Cu.M,594000000 bbl,379989000000,4642 km,0,225500 km,108,177,0,0,0,470,447400 km,0,159,101,18990708,0,,36520593,74,236,7,12,1100 km
Venezuela,109000,0,15168,0,10,5267 km,80000 mt,149000 Cu.M,26,2800 km,0,6060000000,0,121363000000,30,12812625,9944750000,1,0,11136000,31,0,17696000000 Cu.M,17696000000 Cu.M,203000 bbl,801000 bbl,220000,625006,730999000 Cu.M,5674000000000 Cu.M,303806000000 bbl,110943000000,447 km,8000,96189 km,56,60,3,3,1,282,912050 km,272,224,85,15625153,41,,31250306,509,92,75,47,7100 km
Vietnam,450000,0,69914,0,0,4616 km,96099000 mt,51519000 Cu.M,27,3444 km,17,10200000000,0,34426000000,61,45053323,83082000000,9,0,57133000,16,8,7676000000 Cu.M,7676000000 Cu.M,544000 bbl,187000 bbl,250000,1797903,3116000000 Cu.M,699426000000 Cu.M,4400000000 bbl,1456000000000,2600 km,5000000,195468 km,774,30,3,6,0,1999,331210 km,1973,265,101,54994667,116,102147,105758975,36,3250,91,6,47130 km
Yemen,33350,0,1550,0,14,1601 km,27000 mt,0 Cu.M,9,1906 km,1,405187500,0,6492000000,68,9031464,831025575,0,0,7848000,10,0,189432000 Cu.M,189432000 Cu.M,58000 bbl,15000 bbl,20000,610668,0 Cu.M,478555000000 Cu.M,3000000000 bbl,18719000000,0 km,0,71300 km,30,12,0,0,0,0,527968 km,30,160,59,12213368,26,,32140443,37,60,30,3,0 km
Zambia,15150,0,848,0,0,6043 km,2081000 mt,2091000 Cu.M,0,0 km,0,385321000,0,16597000000,0,4139024,3017000000,0,0,7407000,0,0,0 Cu.M,0 Cu.M,34000 bbl,0 bbl,1200,374384,945000000 Cu.M,0 Cu.M,0 bbl,79207000000,3126 km,0,67671 km,50,12,0,0,0,75,752618 km,2,78,33,7279691,0,,20799116,120,60,34,13,0 km
Zimbabwe,29000,0,1248,9,6,3229 km,6705000 mt,7968000 Cu.M,0,0 km,0,1976800000,0,6671000000,9,3721626,484973000,0,0,6386000,0,0,0 Cu.M,0 Cu.M,34000 bbl,800 bbl,21800,360157,502000000 Cu.M,0 Cu.M,0 bbl,57391000000,3427 km,0,97267 km,0,0,0,0,0,60,390757 km,0,80,28,6517134,0,,17150352,144,0,20,14,0 km
