country,active_personnel,aircraft_carriers,armored_fighting_vehicles,attack_aircraft,attack_helicopters,border_coverage_km,coal_consumption_mt,coal_production_cum,coastal_patrol_craft,coastline_coverage_km,corvettes,defense_budget_usd,destroyers,external_debt_usd,fighter_aircraft,fit_for_service,foreign_exchange_and_gold_reserves_usd,frigates,helicopter_carriers,labour_force,major_ports_and_terminals,mine_warfare_craft,natural_gas_consumption_cum,natural_gas_production_cum,oil_consumption_bbl,oil_production_bbl,paramilitary,population_reaching_military_age_annually,proven_coal_reserves_cum,proven_natural_gas_reserves_cum,proven_oil_reserves_bbl,purchasing_power_parity_usd,railway_coverage_km,reserve_personnel,roadway_coverage_km,rocket_projectors,self_propelled_artillery,special_mission_aircraft,submarines,tanker_aircraft,tanks,total_land_area_sq_km,total_merchant_marine_fleet,total_military_aircraft,total_military_helicopters,total_military_manpower,total_naval_fleet,total_naval_fleet_tonnage_mt,total_population,total_serviceable_airports,towed_artillery,trainer_aircraft,transport_aircraft,waterway_coverage_km
Pakistan,660000.0,0.0,59044.0,90.0,55.0,7257.0,30191000.0,13765000.0,79.0,1046.0,6.0,9102115350.0,0.0,89148000000.0,331.0,85803614.0,18408000000.0,9.0,0.0,83644000.0,3.0,3.0,46448000000.0,36937000000.0,645000.0,91000.0,500000.0,4794908.0,2857000000.0,592219000000.0,540000000.0,1390000000000.0,11881.0,550000.0,264175.0,652.0,662.0,27.0,8.0,4.0,2677.0,796095.0,60.0,1397.0,379.0,108516336.0,120.0,115187.0,252363571.0,117.0,2629.0,563.0,63.0,0.0
Panama,16300.0,0.0,1550.0,0.0,0.0,687.0,863000.0,0.0,14.0,2490.0,0.0,1069750000.0,0.0,1227085530000.0,0.0,1206965.0,6856000000.0,0.0,0.0,2206000.0,12.0,0.0,389611000.0,0.0,131000.0,0.0,80000.0,53643.0,0.0,0.0,0.0,164484000000.0,77.0,0.0,11978.0,0.0,0.0,2.0,0.0,0.0,0.0,75420.0,8174.0,38.0,23.0,2011608.0,22.0,0.0,4470241.0,77.0,0.0,0.0,13.0,800.0
Paraguay,15650.0,0.0,2876.0,4.0,0.0,4655.0,700.0,0.0,64.0,0.0,0.0,416800000.0,0.0,13783000000.0,0.0,3001497.0,9886000000.0,0.0,0.0,3502000.0,1.0,0.0,0.0,0.0,52000.0,2000.0,14800.0,150451.0,0.0,0.0,0.0,112919000000.0,30.0,168500.0,78811.0,0.0,6.0,1.0,0.0,0.0,10.0,406752.0,108.0,49.0,18.0,3535598.0,73.0,0.0,7522549.0,83.0,50.0,14.0,12.0,3100.0
Peru,120000.0,0.0,9168.0,22.0,16.0,7062.0,973000.0,1382000.0,13.0,2414.0,8.0,2552000000.0,0.0,38102000000.0,15.0,12681497.0,79246000000.0,7.0,0.0,18918000.0,20.0,0.0,7185000000.0,12270000000.0,255000.0,118000.0,60000.0,619405.0,1567000000.0,300159000000.0,858890000.0,535911000000.0,1855.0,386000.0,70000.0,61.0,12.0,12.0,6.0,0.0,355.0,1285216.0,111.0,252.0,112.0,15648120.0,78.0,171629.0,32600249.0,174.0,290.0,68.0,39.0,8808.0
Philippines,160000.0,0.0,20551.0,17.0,6.0,0.0,42859000.0,14457000.0,60.0,36289.0,1.0,6571641011.0,0.0,63241000000.0,0.0,41751803.0,106195000000.0,4.0,0.0,50979000.0,70.0,0.0,2251000000.0,2251000000.0,457000.0,10000.0,35000.0,2128987.0,361000000.0,98543000000.0,138500000.0,1202000000000.0,77.0,1500000.0,216387.0,0.0,12.0,11.0,0.0,0.0,18.0,300000.0,2203.0,204.0,130.0,50859137.0,127.0,84578.0,118277063.0,256.0,296.0,23.0,23.0,3219.0
Poland,250000.0,0.0,57972.0,12.0,29.0,2845.0,99932000.0,96720000.0,3.0,440.0,2.0,55865141600.0,0.0,425641700000.0,58.0,15576017.0,223115000000.0,2.0,0.0,18245000.0,10.0,29.0,20056000000.0,5551000000.0,743000.0,24000.0,50000.0,464956.0,27758000000.0,91492000000.0,113000000.0,1649000000000.0,19461.0,350000.0,427580.0,298.0,593.0,11.0,1.0,0.0,798.0,312685.0,152.0,457.0,224.0,18985692.0,63.0,55530.0,38746310.0,318.0,0.0,112.0,44.0,3997.0
Portugal,25000.0,0.0,10419.0,5.0,0.0,1224.0,0.0,0.0,71.0,1793.0,2.0,6760000000.0,0.0,530000000000.0,28.0,4096295.0,55160000000.0,5.0,0.0,5332100.0,36.0,0.0,3700000000.0,0.0,200000.0,12932.0,23300.0,127677.0,40000000.0,72000000000.0,22440000.0,556942000000.0,3622.0,23500.0,136635.0,0.0,23.0,16.0,2.0,4.0,34.0,92090.0,1158.0,128.0,36.0,5319863.0,128.0,42755.0,10639726.0,136.0,54.0,23.0,20.0,764.0
Qatar,26550.0,0.0,5576.0,6.0,24.0,87.0,0.0,0.0,107.0,563.0,4.0,11950000000.0,0.0,205700000000.0,115.0,490001.0,53987000000.0,0.0,0.0,2123000.0,6.0,0.0,41515000000.0,169595000000.0,268000.0,1818000.0,5500.0,12760.0,0.0,23861000000000.0,25244000.0,317064000000.0,0.0,4000.0,7039.0,16.0,46.0,0.0,0.0,0.0,62.0,11586.0,123.0,263.0,85.0,638022.0,125.0,0.0,2552088.0,8.0,12.0,45.0,12.0,0.0
Republic of the Congo,10000.0,0.0,804.0,0.0,1.0,5008.0,0.0,0.0,0.0,169.0,0.0,933360000.0,0.0,6360000000.0,2.0,1353682.0,715391000.0,0.0,0.0,2563000.0,5.0,0.0,423000000.0,423000000.0,13000.0,267000.0,2500.0,115856.0,0.0,283990000000.0,2885000000.0,39147000000.0,510.0,0.0,23324.0,30.0,3.0,0.0,0.0,0.0,61.0,342000.0,11.0,14.0,8.0,2256136.0,4.0,0.0,6097665.0,56.0,38.0,0.0,4.0,1120.0
Romania,90000.0,0.0,13266.0,0.0,0.0,2844.0,15533000.0,14752000.0,0.0,225.0,7.0,10230630000.0,0.0,145200000000.0,29.0,7731114.0,73391000000.0,3.0,0.0,8263000.0,11.0,7.0,10055000000.0,9501000000.0,220000.0,67000.0,15000.0,199630.0,291000000.0,105480000000.0,600000000.0,774376000000.0,10628.0,55000.0,85387.0,243.0,0.0,2.0,0.0,0.0,451.0,238391.0,127.0,148.0,66.0,9437041.0,18.0,0.0,18148155.0,103.0,720.0,44.0,13.0,1731.0
Russia,1320000.0,1.0,126512.0,698.0,556.0,22407.0,290763000.0,531130000.0,70.0,37653.0,79.0,212638272000.0,13.0,226475750000.0,861.0,46189226.0,597217000000.0,12.0,0.0,72517000.0,67.0,45.0,472239000000.0,617830000000.0,3863000.0,10879000.0,250000.0,1267387.0,162166000000.0,47805000000000.0,80000000000.0,6089000000000.0,85494.0,2000000.0,1283387.0,2486.0,3603.0,137.0,66.0,18.0,5630.0,17098242.0,2910.0,4237.0,1643.0,69002197.0,747.0,1426539.0,140820810.0,905.0,5920.0,530.0,458.0,102000.0
Saudi Arabia,247000.0,0.0,22370.0,81.0,34.0,4272.0,66000.0,0.0,9.0,2640.0,9.0,63988055520.0,0.0,248171000000.0,283.0,17468238.0,463870000000.0,7.0,0.0,17168000.0,16.0,3.0,121870000000.0,121870000000.0,3524000.0,11174000.0,150000.0,621255.0,0.0,9423000000000.0,258600000000.0,2213000000000.0,5410.0,0.0,221372.0,327.0,380.0,16.0,0.0,22.0,1085.0,2149690.0,433.0,917.0,264.0,19003104.0,32.0,49727.0,36544431.0,90.0,557.0,202.0,49.0,0.0
Senegal,17000.0,0.0,1860.0,0.0,5.0,2684.0,138000.0,0.0,4.0,531.0,0.0,777800000.0,0.0,14985000000.0,0.0,4089912.0,889295000.0,0.0,0.0,5763000.0,6.0,0.0,54498000.0,54646000.0,65000.0,9000.0,0.0,395798.0,0.0,0.0,0.0,83183000000.0,906.0,0.0,16665.0,6.0,0.0,1.0,0.0,0.0,0.0,196722.0,36.0,39.0,19.0,7162057.0,4.0,0.0,18847519.0,20.0,20.0,22.0,5.0,1000.0
Serbia,22500.0,0.0,7190.0,17.0,4.0,2322.0,37828000.0,33219000.0,18.0,0.0,0.0,2770000000.0,0.0,21726000000.0,11.0,2574406.0,30484000000.0,0.0,0.0,3230000.0,0.0,4.0,2939000000.0,353376000.0,88000.0,13000.0,600000.0,79827.0,7112000000.0,48139000000.0,77500000.0,177093000000.0,3333.0,2000.0,45022.0,73.0,96.0,0.0,0.0,0.0,242.0,77474.0,0.0,115.0,51.0,3259584.0,30.0,0.0,6652212.0,46.0,150.0,33.0,3.0,587.0
Sierra Leone,13000.0,0.0,350.0,0.0,0.0,1093.0,0.0,0.0,10.0,402.0,0.0,450000000.0,0.0,1451000000.0,0.0,1203978.0,495699000.0,0.0,0.0,2863000.0,3.0,0.0,0.0,0.0,9000.0,0.0,0.0,45605.0,0.0,0.0,0.0,26728000000.0,0.0,0.0,11701.0,0.0,0.0,0.0,0.0,0.0,0.0,71740.0,584.0,1.0,1.0,2006631.0,10.0,0.0,9121049.0,8.0,0.0,0.0,0.0,800.0
Singapore,51000.0,0.0,17244.0,0.0,20.0,0.0,1153000.0,0.0,55.0,193.0,6.0,18000000000.0,0.0,1884751660000.0,100.0,2628408.0,383946000000.0,6.0,0.0,3722000.0,5.0,4.0,13724000000.0,0.0,1514000.0,0.0,12000.0,66313.0,0.0,0.0,0.0,800304000000.0,0.0,252500.0,3500.0,24.0,48.0,9.0,6.0,11.0,170.0,719.0,3202.0,235.0,75.0,3918498.0,101.0,93244.0,6028459.0,9.0,89.0,36.0,9.0,0.0
Slovakia,20982.0,0.0,6636.0,0.0,0.0,1587.0,6066000.0,2315000.0,0.0,0.0,0.0,2900000000.0,0.0,140360000000.0,7.0,2353424.0,14452000000.0,0.0,0.0,2779000.0,0.0,0.0,60424000.0,52556000.0,90000.0,7000.0,0.0,61200.0,19000000.0,14158000000.0,9000000.0,218762000000.0,3627.0,0.0,45106.0,25.0,35.0,1.0,0.0,0.0,45.0,49035.0,0.0,48.0,22.0,2837461.0,0.0,0.0,5563649.0,116.0,9.0,11.0,7.0,172.0
Slovenia,7000.0,0.0,4636.0,0.0,0.0,1211.0,2309000.0,2440000.0,3.0,47.0,0.0,1782000000.0,0.0,60500000000.0,0.0,826570.0,2832000000.0,0.0,0.0,1058000.0,2.0,0.0,840902000.0,3863000.0,44000.0,4.0,5000.0,22867.0,95000000.0,0.0,0.0,103118000000.0,1207.0,26000.0,38125.0,0.0,17.0,0.0,0.0,0.0,54.0,20273.0,8.0,40.0,16.0,1006989.0,3.0,0.0,2097893.0,42.0,18.0,23.0,5.0,710.0
Somalia,30000.0,0.0,1104.0,0.0,0.0,2385.0,0.0,0.0,19.0,3025.0,0.0,870000000.0,0.0,2563000000.0,0.0,1796384.0,16747500.0,0.0,0.0,3439000.0,6.0,0.0,0.0,0.0,6000.0,0.0,2000.0,130173.0,0.0,5663000000.0,0.0,26770000000.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,637657.0,4.0,6.0,6.0,2993973.0,19.0,0.0,13017273.0,40.0,0.0,0.0,0.0,0.0
South Africa,68731.0,0.0,23024.0,0.0,10.0,5244.0,176095000.0,239712000.0,42.0,2798.0,0.0,2877000000.0,0.0,93879000000.0,2.0,14989776.0,65435000000.0,4.0,0.0,27766000.0,8.0,4.0,4487000000.0,59128000.0,609000.0,88000.0,50000.0,1027525.0,9893000000.0,0.0,15000000.0,870420000000.0,30400.0,29350.0,750000.0,201.0,52.0,0.0,3.0,0.0,248.0,1219090.0,110.0,181.0,87.0,27803618.0,63.0,43881.0,60442647.0,573.0,434.0,81.0,11.0,0.0
South Korea,450000.0,0.0,117460.0,98.0,113.0,237.0,136817000.0,16081000.0,96.0,2413.0,3.0,44800000000.0,14.0,553871450000.0,242.0,21353538.0,418219000000.0,18.0,2.0,29713000.0,15.0,14.0,59480000000.0,55127000.0,2542000.0,38000.0,120000.0,416654.0,326000000.0,7079000000.0,0.0,2607000000000.0,3979.0,3100000.0,100428.0,525.0,2780.0,35.0,22.0,4.0,1831.0,99720.0,2149.0,1540.0,827.0,26040900.0,215.0,427946.0,52081799.0,92.0,5800.0,335.0,40.0,1600.0
South Sudan,185000.0,0.0,2550.0,0.0,6.0,6018.0,0.0,0.0,0.0,0.0,0.0,30700000.0,0.0,2722500000.0,0.0,4065188.0,128248000.0,0.0,0.0,5091000.0,0.0,0.0,0.0,0.0,11000.0,146000.0,0.0,330297.0,0.0,0.0,3750000000.0,6752000000.0,248.0,0.0,90200.0,15.0,24.0,0.0,0.0,0.0,122.0,644329.0,0.0,19.0,15.0,6351857.0,0.0,0.0,12703714.0,89.0,0.0,0.0,4.0,0.0
Spain,121802.0,1.0,49324.0,12.0,17.0,1953.0,7388000.0,1280000.0,112.0,4964.0,0.0,39000676350.0,0.0,2830012130000.0,136.0,17635602.0,107774000000.0,11.0,0.0,24386000.0,52.0,6.0,32833000000.0,41009000.0,1325000.0,47000.0,78470.0,330963.0,1187000000.0,2549000000.0,150000000.0,2361000000000.0,15489.0,24033.0,150110.0,0.0,96.0,8.0,2.0,0.0,298.0,505370.0,503.0,440.0,169.0,21748999.0,175.0,249889.0,47280433.0,365.0,188.0,108.0,51.0,1000.0
Sri Lanka,346000.0,0.0,15021.0,0.0,8.0,0.0,2323000.0,0.0,259.0,1340.0,0.0,1500000000.0,0.0,42198000000.0,6.0,8551235.0,6094000000.0,5.0,0.0,8499000.0,6.0,0.0,0.0,0.0,100000.0,0.0,0.0,307757.0,0.0,0.0,0.0,301407000000.0,1562.0,90000.0,114093.0,28.0,0.0,3.0,0.0,0.0,87.0,65610.0,96.0,90.0,49.0,10551652.0,275.0,32636.0,21982608.0,18.0,96.0,7.0,15.0,160.0
Sudan,300000.0,0.0,8890.0,36.0,35.0,6819.0,0.0,0.0,10.0,853.0,0.0,394700000.0,0.0,21650000000.0,37.0,17108407.0,192348850.0,0.0,0.0,10949000.0,4.0,0.0,0.0,0.0,129000.0,68000.0,17500.0,1312149.0,0.0,84951000000.0,1250000000.0,94420000000.0,7251.0,200000.0,31000.0,800.0,100.0,0.0,0.0,0.0,1055.0,1861484.0,14.0,183.0,64.0,26747657.0,10.0,0.0,50467278.0,45.0,1150.0,33.0,13.0,4068.0
Suriname,2500.0,0.0,1250.0,0.0,0.0,1907.0,0.0,0.0,17.0,386.0,0.0,58440000.0,0.0,2645000000.0,0.0,84079.0,1632000000.0,0.0,0.0,255500.0,4.0,0.0,6967000.0,7109000.0,17000.0,14000.0,200.0,3234.0,0.0,0.0,89000000.0,12316000000.0,0.0,0.0,4304.0,0.0,0.0,0.0,0.0,0.0,0.0,163820.0,13.0,3.0,3.0,142287.0,17.0,0.0,646758.0,55.0,0.0,0.0,0.0,1200.0
Sweden,25600.0,0.0,27576.0,0.0,0.0,2211.0,3170000.0,1042000.0,116.0,3218.0,7.0,15900000000.0,0.0,1102693570000.0,73.0,3558185.0,62569000000.0,0.0,0.0,5699000.0,92.0,8.0,889924000.0,0.0,270000.0,11000.0,104400.0,105898.0,5000000.0,0.0,0.0,668628000000.0,10910.0,34000.0,197964.0,0.0,24.0,3.0,4.0,1.0,110.0,450295.0,361.0,172.0,53.0,4235934.0,279.0,39816.0,10589835.0,206.0,0.0,36.0,6.0,2052.0
Switzerland,147178.0,0.0,6885.0,0.0,0.0,1770.0,126000.0,0.0,0.0,0.0,0.0,8372658426.0,0.0,2420000000000.0,40.0,3163225.0,909366000000.0,0.0,0.0,5153000.0,0.0,0.0,3138000000.0,0.0,194000.0,300.0,5000.0,97466.0,0.0,0.0,0.0,741035000000.0,5296.0,0.0,83131.0,0.0,133.0,3.0,0.0,0.0,134.0,41277.0,17.0,141.0,39.0,3898653.0,0.0,0.0,8860574.0,66.0,0.0,43.0,16.0,1292.0
Syria,100000.0,0.0,18736.0,5.0,7.0,2363.0,15000.0,0.0,8.0,193.0,0.0,145925000.0,0.0,4441250000.0,52.0,13245310.0,307766250.0,0.0,0.0,6617000.0,3.0,0.0,3084000000.0,3085000000.0,102000.0,65000.0,50000.0,668232.0,0.0,240693000000.0,2500000000.0,98858000000.0,2052.0,0.0,69873.0,0.0,60.0,0.0,0.0,0.0,168.0,187437.0,24.0,104.0,39.0,15273871.0,12.0,0.0,23865423.0,42.0,0.0,8.0,2.0,900.0
Taiwan,230000.0,0.0,24067.0,0.0,91.0,0.0,64609000.0,5212000.0,36.0,1566.0,7.0,31180000000.0,4.0,229900000000.0,258.0,1061787.0,541898500000.0,21.0,0.0,11842940.0,8.0,10.0,21157000000.0,63747000.0,954000.0,800.0,55000.0,306739.0,1000000.0,6230000000.0,2380000.0,1743000000000.0,1613.0,1657000.0,43206.0,223.0,488.0,18.0,4.0,0.0,1090.0,35980.0,465.0,720.0,239.0,12269542.0,91.0,244050.0,23595274.0,57.0,1360.0,215.0,19.0,0.0
Tajikistan,150000.0,0.0,6782.0,0.0,6.0,4130.0,2297000.0,2394000.0,0.0,0.0,0.0,450460000.0,0.0,3024000000.0,0.0,3773045.0,3026450000.0,0.0,0.0,2780000.0,0.0,0.0,85567000.0,18476000.0,31000.0,300.0,20000.0,176699.0,4075000000.0,5663000000.0,12000000.0,50370000000.0,680.0,600000.0,30000.0,24.0,3.0,0.0,0.0,0.0,38.0,144100.0,0.0,25.0,20.0,4781269.0,0.0,0.0,10394063.0,19.0,13.0,4.0,1.0,200.0
Tanzania,25000.0,0.0,8408.0,0.0,0.0,4161.0,740000.0,2341000.0,10.0,1424.0,0.0,1476113361.0,0.0,17513000000.0,11.0,6678750.0,5371525000.0,0.0,0.0,32983000.0,8.0,0.0,1808000000.0,1808000000.0,85000.0,0.0,6500.0,607159.0,1410000000.0,6513000000.0,0.0,246706000000.0,4097.0,0.0,145203.0,70.0,0.0,0.0,0.0,0.0,200.0,947300.0,381.0,38.0,15.0,12143182.0,12.0,0.0,67462121.0,206.0,205.0,6.0,6.0,0.0
Thailand,360850.0,0.0,52590.0,26.0,7.0,5673.0,42371000.0,12812000.0,254.0,3219.0,5.0,6006660000.0,0.0,37065000000.0,73.0,27968399.0,236934000000.0,7.0,1.0,40623000.0,21.0,5.0,48898000000.0,30797000000.0,1397000.0,386000.0,25000.0,1118736.0,1063000000.0,138243000000.0,252750000.0,1558000000000.0,4127.0,200000.0,180053.0,17.0,59.0,25.0,0.0,0.0,744.0,513120.0,884.0,496.0,258.0,36358919.0,304.0,133523.0,69920998.0,105.0,595.0,134.0,52.0,4000.0
Tunisia,89800.0,0.0,13927.0,0.0,0.0,1495.0,2000.0,0.0,30.0,1148.0,1.0,2172751250.0,0.0,21212000000.0,10.0,5181004.0,9344000000.0,1.0,0.0,4247000.0,16.0,0.0,5153000000.0,1323000000.0,104000.0,35000.0,12000.0,204830.0,0.0,65129000000.0,425000000.0,156086000000.0,2173.0,0.0,32332.0,0.0,0.0,4.0,0.0,0.0,145.0,163610.0,72.0,155.0,101.0,6024424.0,37.0,0.0,12048847.0,14.0,105.0,28.0,12.0,0.0
Turkiye,481000.0,0.0,98193.0,0.0,111.0,2816.0,124183000.0,82534000.0,40.0,7200.0,9.0,51400000000.0,0.0,149654000000.0,201.0,36087279.0,154744000000.0,17.0,1.0,36081000.0,54.0,11.0,52887000000.0,379701000.0,1107000.0,83000.0,150000.0,1430032.0,10975000000.0,3794000000.0,366000000.0,3018000000000.0,11497.0,380000.0,68526.0,237.0,1045.0,27.0,14.0,7.0,2284.0,783562.0,1170.0,1101.0,509.0,42985080.0,192.0,349739.0,84119531.0,116.0,635.0,301.0,84.0,1200.0
Turkmenistan,36500.0,0.0,11588.0,27.0,10.0,4158.0,0.0,0.0,16.0,1768.0,0.0,1463000000.0,0.0,3696000000.0,22.0,2245963.0,21073860000.0,0.0,0.0,2445000.0,0.0,0.0,41561000000.0,86472000000.0,152000.0,272000.0,3500.0,109139.0,799999000.0,11327000000000.0,600000000.0,134555000000.0,5113.0,0.0,58592.0,164.0,73.0,0.0,0.0,0.0,654.0,488100.0,73.0,91.0,26.0,2768681.0,16.0,0.0,5744151.0,23.0,457.0,11.0,5.0,1300.0
Uganda,45000.0,0.0,9702.0,0.0,6.0,2729.0,0.0,19.0,0.0,0.0,0.0,1510000000.0,0.0,10469000000.0,6.0,9905891.0,3432750000.0,0.0,0.0,22829000.0,0.0,0.0,0.0,0.0,44000.0,0.0,10000.0,985661.0,799999000.0,14158000000.0,2500000000.0,144137000000.0,1244.0,0.0,20544.0,12.0,6.0,0.0,0.0,0.0,259.0,241038.0,0.0,51.0,30.0,16756234.0,0.0,0.0,49283041.0,39.0,26.0,12.0,3.0,0.0
Ukraine,900000.0,0.0,45458.0,30.0,39.0,5581.0,25012000.0,19603000.0,133.0,2782.0,0.0,45000000000.0,0.0,90003000000.0,88.0,12731272.0,43781000000.0,0.0,0.0,20539000.0,26.0,5.0,22856000000.0,18725000000.0,192000.0,3000.0,100000.0,392280.0,34375000000.0,1104000000000.0,395000000.0,577583000000.0,21733.0,4000000.0,169694.0,288.0,682.0,5.0,0.0,0.0,1121.0,603550.0,410.0,347.0,140.0,18187531.0,169.0,22266.0,35661826.0,152.0,625.0,72.0,22.0,1672.0
United Arab Emirates,65000.0,0.0,8982.0,40.0,30.0,1066.0,5411000.0,0.0,34.0,1318.0,11.0,23480000000.0,0.0,290400000000.0,99.0,4945881.0,237931000000.0,0.0,0.0,7090000.0,20.0,2.0,66091000000.0,56683000000.0,846000.0,4146000.0,12000.0,80258.0,0.0,6091000000.0,97800000000.0,745994000000.0,0.0,130000.0,4080.0,49.0,165.0,27.0,0.0,5.0,354.0,83600.0,655.0,581.0,250.0,5818684.0,84.0,20210.0,10032213.0,42.0,99.0,151.0,35.0,0.0
United Kingdom,141330.0,2.0,94064.0,38.0,50.0,499.0,7372000.0,1568000.0,26.0,12429.0,0.0,88526529585.0,6.0,10553123900000.0,103.0,25192932.0,174598000000.0,7.0,0.0,35359000.0,185.0,8.0,70141000000.0,37758000000.0,1406000.0,753000.0,0.0,753050.0,26000000.0,180661000000.0,2500000000.0,3636000000000.0,16390.0,31940.0,416461.0,43.0,14.0,29.0,10.0,9.0,288.0,243610.0,868.0,625.0,262.0,31491165.0,116.0,406308.0,68459055.0,1057.0,126.0,201.0,30.0,3200.0
United States,1333030.0,11.0,409660.0,926.0,1024.0,12002.0,495156000.0,534234000.0,0.0,19924.0,27.0,831500000000.0,83.0,24538900710000.0,1791.0,124816644.0,910037000000.0,0.0,9.0,174174000.0,666.0,4.0,914301000000.0,1029000000000.0,20307000.0,20953000.0,0.0,4445524.0,247883000000.0,13402000000000.0,38212000000.0,25676000000000.0,293564.0,799500.0,6586610.0,1731.0,1521.0,611.0,66.0,610.0,4666.0,9833517.0,3533.0,13032.0,5913.0,150463900.0,465.0,8265799.0,341963408.0,16116.0,1878.0,2610.0,917.0,41009.0
Uruguay,24000.0,0.0,5968.0,6.0,0.0,1591.0,8000.0,0.0,5.0,660.0,0.0,1903440000.0,0.0,54450000000.0,0.0,1322177.0,17378000000.0,0.0,0.0,1768000.0,8.0,2.0,86037000.0,0.0,50000.0,400.0,5000.0,54805.0,0.0,0.0,0.0,108502000000.0,1673.0,0.0,77732.0,4.0,16.0,5.0,0.0,2.0,62.0,176215.0,58.0,43.0,12.0,1575652.0,16.0,0.0,3425330.0,65.0,83.0,12.0,6.0,1600.0
Uzbekistan,120000.0,0.0,8692.0,13.0,34.0,6893.0,8941000.0,6379000.0,0.0,420.0,0.0,6210000000.0,0.0,25714000000.0,26.0,15959499.0,41237000000.0,0.0,0.0,13974000.0,0.0,0.0,43227000000.0,47500000000.0,111000.0,64000.0,20000.0,730412.0,1375000000.0,1841000000000.0,594000000.0,379989000000.0,4642.0,0.0,225500.0,108.0,177.0,0.0,0.0,0.0,470.0,447400.0,0.0,159.0,101.0,18990708.0,0.0,0.0,36520593.0,74.0,236.0,7.0,12.0,1100.0
Venezuela,109000.0,0.0,15168.0,0.0,10.0,5267.0,80000.0,149000.0,26.0,2800.0,0.0,6060000000.0,0.0,121363000000.0,30.0,12812625.0,9944750000.0,1.0,0.0,11136000.0,31.0,0.0,17696000000.0,17696000000.0,203000.0,801000.0,220000.0,625006.0,730999000.0,5674000000000.0,303806000000.0,110943000000.0,447.0,8000.0,96189.0,56.0,60.0,3.0,3.0,1.0,282.0,912050.0,272.0,224.0,85.0,15625153.0,41.0,0.0,31250306.0,509.0,92.0,75.0,47.0,7100.0
Vietnam,450000.0,0.0,69914.0,0.0,0.0,4616.0,96099000.0,51519000.0,27.0,3444.0,17.0,10200000000.0,0.0,34426000000.0,61.0,45053323.0,83082000000.0,9.0,0.0,57133000.0,16.0,8.0,7676000000.0,7676000000.0,544000.0,187000.0,250000.0,1797903.0,3116000000.0,699426000000.0,4400000000.0,1456000000000.0,2600.0,5000000.0,195468.0,774.0,30.0,3.0,6.0,0.0,1999.0,331210.0,1973.0,265.0,101.0,54994667.0,116.0,102147.0,105758975.0,36.0,3250.0,91.0,6.0,47130.0
Yemen,33350.0,0.0,1550.0,0.0,14.0,1601.0,27000.0,0.0,9.0,1906.0,1.0,405187500.0,0.0,6492000000.0,68.0,9031464.0,831025575.0,0.0,0.0,7848000.0,10.0,0.0,189432000.0,189432000.0,58000.0,15000.0,20000.0,610668.0,0.0,478555000000.0,3000000000.0,18719000000.0,0.0,0.0,71300.0,30.0,12.0,0.0,0.0,0.0,0.0,527968.0,30.0,160.0,59.0,12213368.0,26.0,0.0,32140443.0,37.0,60.0,30.0,3.0,0.0
Zambia,15150.0,0.0,848.0,0.0,0.0,6043.0,2081000.0,2091000.0,0.0,0.0,0.0,385321000.0,0.0,16597000000.0,0.0,4139024.0,3017000000.0,0.0,0.0,7407000.0,0.0,0.0,0.0,0.0,34000.0,0.0,1200.0,374384.0,945000000.0,0.0,0.0,79207000000.0,3126.0,0.0,67671.0,50.0,12.0,0.0,0.0,0.0,75.0,752618.0,2.0,78.0,33.0,7279691.0,0.0,0.0,20799116.0,120.0,60.0,34.0,13.0,0.0
Zimbabwe,29000.0,0.0,1248.0,9.0,6.0,3229.0,6705000.0,7968000.0,0.0,0.0,0.0,1976800000.0,0.0,6671000000.0,9.0,3721626.0,484973000.0,0.0,0.0,6386000.0,0.0,0.0,0.0,0.0,34000.0,800.0,21800.0,360157.0,502000000.0,0.0,0.0,57391000000.0,3427.0,0.0,97267.0,0.0,0.0,0.0,0.0,0.0,60.0,390757.0,0.0,80.0,28.0,6517134.0,0.0,0.0,17150352.0,144.0,0.0,20.0,14.0,0.0
