country,power_index_rank,power_index_score,purchasing_power_parity,foreign_exchange/gold,defense_budget,external_debt,square_land_area,coastline_coverage,shared_borders,waterways_(usable),total_population,available_manpower,fit-for-service,reaching_mil_age_annually,tot_mil._personnel_(est.),active_personnel,reserve_personnel,paramilitary,air_force_personnel*,army_personnel*,navy_personnel*,yearly_mobilization_potential,aircraft_total,fighters,attack_types,transports_(fixed-wing),trainers,special-mission,tanker_fleet,helicopters,attack_helicopters,tanks,vehicles,self-propelled_artillery,towed_artillery,mlrs_(rocket_artillery),total_assets,aircraft_carriers,helicopter_carriers,destroyers,frigates,corvettes,submarines,patrol_vessels,mine_warfare,oil_production,oil_consumption,oil_deficit,oil_proven_reserves,natural_gas_production,natural_gas_consumption,natural_gas_deficit,nat.gas_proven_rez,coal_production,coal_consumption,coal_deficit,coal_proven_reserves,internet_coverage,labor_force,merchant_marine_fleet,ports_/_trade_terminals,airports,roadway_coverage,railway_coverage,total_tonnage
2026Mongolia Military Strength,93.0,1.9987,113.0,95.0,82.0,44.0,18.0,999.0,123.0,76.0,125.0,122.0,117.0,114.0,315000.0,88.0,29.0,24.0,81.0,83.0,145.0,61565.0,105.0,145.0,145.0,48.0,75.0,145.0,145.0,93.0,145.0,33.0,56.0,145.0,25.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,28.0,24000.0,145.0,145.0,1.0,0.0,145.0,12.0,81.0,59883000.0,29.0,18.0,126.0,44.0,145.0,81.0,46.0,78.0,0.0
2026Suriname Military Strength,142.0,4.0538,139.0,125.0,139.0,12.0,87.0,20.0,48.0,58.0,142.0,144.0,144.0,144.0,2700.0,140.0,145.0,57.0,107.0,127.0,83.0,3193.0,109.0,145.0,145.0,145.0,145.0,145.0,145.0,93.0,145.0,145.0,120.0,145.0,145.0,145.0,68.0,145.0,145.0,145.0,145.0,145.0,145.0,49.0,145.0,64.0,11.0,3000.0,61.0,89.0,5.0,142000.0,145.0,145.0,1.0,0.0,145.0,22.0,142.0,108.0,43.0,69.0,136.0,145.0,0.0
2026Turkmenistan Military Strength,78.0,1.7459,86.0,65.0,89.0,22.0,53.0,55.0,83.0,55.0,108.0,105.0,103.0,93.0,40000.0,87.0,145.0,48.0,71.0,78.0,67.0,107761.0,69.0,49.0,24.0,46.0,66.0,145.0,145.0,73.0,35.0,27.0,50.0,38.0,30.0,30.0,69.0,145.0,145.0,145.0,145.0,145.0,145.0,50.0,145.0,31.0,68.0,120000.0,39.0,11.0,89.0,44911000000.0,5.0,145.0,1.0,0.0,47.0,55.0,115.0,78.0,145.0,91.0,82.0,37.0,0.0
2026Uruguay Military Strength,97.0,2.1537,92.0,69.0,78.0,88.0,86.0,36.0,37.0,51.0,124.0,127.0,122.0,121.0,29000.0,106.0,145.0,45.0,73.0,101.0,49.0,54113.0,85.0,145.0,42.0,45.0,65.0,26.0,15.0,84.0,145.0,79.0,82.0,64.0,69.0,75.0,69.0,145.0,145.0,145.0,145.0,145.0,145.0,60.0,17.0,81.0,34.0,49600.0,145.0,145.0,12.0,86037000.0,145.0,145.0,9.0,8000.0,145.0,11.0,121.0,86.0,39.0,63.0,66.0,80.0,0.0
2026Lithuania Military Strength,88.0,1.8949,85.0,88.0,55.0,86.0,117.0,7.0,32.0,82.0,130.0,124.0,121.0,130.0,141150.0,108.0,45.0,36.0,81.0,95.0,76.0,36330.0,104.0,145.0,145.0,46.0,145.0,145.0,145.0,92.0,145.0,145.0,94.0,64.0,76.0,145.0,71.0,145.0,145.0,145.0,145.0,145.0,145.0,60.0,15.0,76.0,40.0,63000.0,78.0,145.0,33.0,1601000000.0,145.0,145.0,31.0,166000.0,145.0,12.0,124.0,85.0,45.0,64.0,61.0,75.0,0.0
2026Switzerland Military Strength,46.0,0.8396,38.0,4.0,41.0,133.0,126.0,999.0,42.0,57.0,95.0,93.0,91.0,100.0,152178.0,39.0,145.0,45.0,30.0,40.0,145.0,96236.0,57.0,40.0,145.0,35.0,44.0,28.0,145.0,61.0,145.0,70.0,73.0,31.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,74.0,193700.0,145.0,145.0,47.0,3138000000.0,145.0,145.0,26.0,126000.0,145.0,4.0,82.0,105.0,145.0,62.0,62.0,36.0,0.0
2026Kazakhstan Military Strength,58.0,1.0433,39.0,47.0,54.0,70.0,9.0,2.0,128.0,4.0,63.0,59.0,56.0,71.0,300000.0,50.0,40.0,21.0,41.0,58.0,62.0,280059.0,50.0,41.0,35.0,31.0,55.0,145.0,145.0,44.0,33.0,39.0,38.0,32.0,46.0,19.0,61.0,145.0,145.0,145.0,145.0,145.0,145.0,43.0,17.0,13.0,91.0,1569000.0,12.0,26.0,78.0,4388000000.0,15.0,8.0,106.0,33930000.0,11.0,8.0,56.0,62.0,145.0,36.0,53.0,17.0,0.0
2026Oman Military Strength,86.0,1.8823,76.0,67.0,42.0,90.0,69.0,61.0,33.0,145.0,121.0,129.0,124.0,124.0,110000.0,57.0,145.0,39.0,55.0,46.0,55.0,50086.0,62.0,43.0,38.0,42.0,42.0,27.0,145.0,68.0,145.0,51.0,55.0,58.0,55.0,145.0,68.0,145.0,145.0,145.0,145.0,12.0,145.0,57.0,145.0,19.0,78.0,838000.0,21.0,18.0,81.0,13390000000.0,28.0,145.0,23.0,82000.0,145.0,6.0,111.0,87.0,40.0,81.0,79.0,145.0,47.0
2026Cuba Military Strength,65.0,1.3345,102.0,77.0,64.0,77.0,100.0,81.0,1.0,88.0,80.0,75.0,68.0,84.0,1235000.0,75.0,59.0,3.0,63.0,53.0,59.0,140758.0,97.0,145.0,145.0,47.0,74.0,145.0,145.0,83.0,41.0,61.0,66.0,28.0,34.0,27.0,66.0,145.0,145.0,145.0,18.0,16.0,145.0,59.0,15.0,57.0,60.0,84000.0,57.0,62.0,25.0,0.0,54.0,145.0,5.0,1000.0,145.0,27.0,86.0,82.0,22.0,39.0,80.0,26.0,0.0
2026Croatia Military Strength,73.0,1.5432,78.0,114.0,70.0,93.0,119.0,89.0,54.0,26.0,120.0,119.0,116.0,122.0,36425.0,123.0,74.0,51.0,81.0,117.0,69.0,53271.0,76.0,54.0,145.0,145.0,54.0,145.0,145.0,63.0,145.0,83.0,91.0,57.0,81.0,55.0,59.0,145.0,145.0,145.0,145.0,145.0,145.0,54.0,18.0,69.0,41.0,59000.0,64.0,61.0,39.0,1760544000.0,66.0,145.0,39.0,596000.0,145.0,18.0,122.0,41.0,31.0,75.0,102.0,64.0,0.0
2026Afghanistan Military Strength,121.0,2.7342,101.0,84.0,136.0,8.0,41.0,999.0,109.0,58.0,36.0,43.0,49.0,26.0,165000.0,65.0,145.0,16.0,145.0,34.0,145.0,831916.0,108.0,145.0,145.0,49.0,145.0,145.0,145.0,93.0,145.0,145.0,96.0,145.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,38.0,58000.0,145.0,73.0,10.0,0.0,57.0,64.0,38.0,264000.0,71.0,57.0,59.0,145.0,145.0,61.0,94.0,145.0,0.0
2026Romania Military Strength,52.0,0.9558,35.0,38.0,34.0,104.0,79.0,13.0,69.0,47.0,69.0,58.0,54.0,74.0,160000.0,59.0,54.0,34.0,42.0,81.0,47.0,197110.0,56.0,43.0,145.0,38.0,43.0,29.0,145.0,49.0,145.0,31.0,47.0,145.0,13.0,21.0,67.0,145.0,145.0,145.0,16.0,10.0,145.0,145.0,12.0,48.0,80.0,153000.0,39.0,41.0,65.0,554000000.0,46.0,25.0,92.0,781000.0,58.0,12.0,64.0,60.0,36.0,45.0,60.0,23.0,0.0
2026Kuwait Military Strength,76.0,1.7161,71.0,45.0,45.0,92.0,138.0,28.0,8.0,145.0,126.0,123.0,118.0,129.0,109500.0,64.0,70.0,42.0,75.0,44.0,57.0,37185.0,59.0,35.0,145.0,49.0,64.0,145.0,14.0,47.0,29.0,35.0,69.0,45.0,145.0,61.0,29.0,145.0,145.0,145.0,145.0,145.0,145.0,14.0,145.0,10.0,93.0,2480000.0,6.0,30.0,80.0,6798000000.0,18.0,145.0,20.0,60000.0,145.0,1.0,104.0,55.0,41.0,104.0,135.0,145.0,0.0
2026Poland Military Strength,21.0,0.3891,20.0,19.0,11.0,120.0,68.0,24.0,70.0,30.0,38.0,35.0,33.0,49.0,650000.0,25.0,25.0,24.0,33.0,41.0,43.0,459086.0,25.0,32.0,36.0,18.0,23.0,21.0,145.0,21.0,23.0,24.0,15.0,10.0,145.0,17.0,47.0,145.0,145.0,145.0,17.0,15.0,16.0,62.0,3.0,60.0,102.0,719000.0,59.0,43.0,75.0,14505000000.0,49.0,10.0,109.0,3212000.0,10.0,15.0,37.0,58.0,37.0,20.0,14.0,14.0,37.0
2026Jordan Military Strength,74.0,1.5581,91.0,63.0,71.0,63.0,106.0,2.0,41.0,145.0,79.0,97.0,94.0,83.0,249500.0,48.0,46.0,26.0,36.0,36.0,50.0,143428.0,34.0,37.0,38.0,39.0,40.0,21.0,145.0,28.0,16.0,12.0,26.0,14.0,70.0,39.0,60.0,145.0,145.0,145.0,145.0,145.0,145.0,41.0,145.0,85.0,50.0,96980.0,84.0,71.0,52.0,4194738000.0,79.0,145.0,33.0,269000.0,145.0,8.0,102.0,96.0,46.0,95.0,133.0,106.0,0.0
2026Morocco Military Strength,56.0,1.0368,57.0,55.0,26.0,83.0,39.0,58.0,56.0,145.0,39.0,37.0,34.0,36.0,700000.0,16.0,28.0,24.0,39.0,14.0,41.0,627565.0,37.0,25.0,145.0,25.0,35.0,27.0,15.0,43.0,39.0,15.0,17.0,12.0,49.0,29.0,36.0,145.0,145.0,145.0,13.0,16.0,145.0,17.0,145.0,84.0,88.0,295975.0,85.0,72.0,16.0,160606000.0,89.0,145.0,85.0,10304000.0,65.0,10.0,48.0,72.0,35.0,73.0,85.0,73.0,0.0
2026United Kingdom Military Strength,8.0,0.1881,10.0,21.0,6.0,144.0,76.0,96.0,10.0,34.0,21.0,21.0,21.0,29.0,173270.0,41.0,64.0,145.0,20.0,42.0,19.0,743543.0,15.0,21.0,18.0,26.0,12.0,10.0,8.0,16.0,13.0,49.0,8.0,65.0,56.0,54.0,32.0,3.0,145.0,7.0,12.0,145.0,9.0,42.0,11.0,25.0,114.0,653000.0,29.0,20.0,103.0,32383000000.0,39.0,53.0,78.0,5804000.0,71.0,5.0,19.0,24.0,3.0,7.0,15.0,18.0,8.0
2026Greece Military Strength,30.0,0.5484,53.0,70.0,43.0,124.0,92.0,97.0,23.0,95.0,86.0,84.0,77.0,95.0,419050.0,40.0,31.0,21.0,16.0,29.0,21.0,103290.0,20.0,16.0,145.0,34.0,32.0,24.0,145.0,14.0,24.0,16.0,16.0,11.0,15.0,31.0,15.0,145.0,145.0,145.0,5.0,145.0,10.0,32.0,16.0,75.0,89.0,303000.0,79.0,91.0,56.0,5169716000.0,91.0,31.0,84.0,378000.0,26.0,16.0,90.0,16.0,12.0,55.0,44.0,68.0,17.0
2026Denmark Military Strength,45.0,0.8198,52.0,28.0,30.0,125.0,124.0,92.0,3.0,84.0,107.0,107.0,105.0,107.0,84000.0,111.0,80.0,23.0,68.0,54.0,58.0,76671.0,63.0,45.0,30.0,47.0,46.0,28.0,145.0,66.0,145.0,89.0,83.0,61.0,145.0,73.0,49.0,145.0,145.0,145.0,10.0,145.0,145.0,56.0,13.0,51.0,67.0,88000.0,43.0,55.0,35.0,329000000.0,61.0,145.0,48.0,1135000.0,145.0,1.0,99.0,27.0,9.0,46.0,69.0,62.0,26.0
2026Montenegro Military Strength,128.0,2.9782,137.0,124.0,133.0,20.0,139.0,15.0,14.0,145.0,143.0,143.0,143.0,142.0,7850.0,141.0,145.0,44.0,98.0,125.0,77.0,3554.0,103.0,145.0,145.0,145.0,145.0,145.0,145.0,86.0,145.0,145.0,126.0,145.0,93.0,70.0,65.0,145.0,145.0,145.0,145.0,145.0,145.0,52.0,145.0,145.0,5.0,9000.0,145.0,145.0,1.0,0.0,145.0,50.0,55.0,204000.0,54.0,11.0,144.0,104.0,43.0,105.0,128.0,117.0,0.0
2026Luxembourg Military Strength,110.0,2.4429,99.0,118.0,83.0,140.0,143.0,999.0,5.0,94.0,141.0,142.0,141.0,143.0,1200.0,144.0,145.0,145.0,145.0,126.0,145.0,3314.0,111.0,145.0,145.0,50.0,145.0,145.0,145.0,145.0,145.0,145.0,135.0,145.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,35.0,51000.0,145.0,145.0,24.0,594240000.0,145.0,145.0,18.0,34000.0,145.0,2.0,141.0,59.0,145.0,107.0,142.0,116.0,0.0
2026Tanzania Military Strength,89.0,1.9111,68.0,98.0,87.0,61.0,30.0,50.0,84.0,145.0,23.0,52.0,58.0,42.0,31500.0,100.0,145.0,43.0,80.0,93.0,72.0,599494.0,88.0,55.0,145.0,45.0,71.0,145.0,145.0,81.0,145.0,60.0,65.0,145.0,44.0,45.0,72.0,145.0,145.0,145.0,145.0,145.0,145.0,55.0,145.0,145.0,45.0,85000.0,145.0,56.0,34.0,0.0,77.0,44.0,41.0,1601000.0,37.0,49.0,21.0,42.0,39.0,28.0,36.0,44.0,0.0
2026United Arab Emirates Military Strength,54.0,1.0188,37.0,16.0,24.0,118.0,109.0,48.0,20.0,145.0,88.0,76.0,67.0,105.0,207000.0,67.0,41.0,38.0,52.0,74.0,62.0,79245.0,18.0,23.0,17.0,22.0,16.0,11.0,12.0,19.0,22.0,38.0,61.0,24.0,64.0,52.0,40.0,145.0,145.0,145.0,145.0,7.0,145.0,36.0,17.0,8.0,106.0,3300000.0,7.0,15.0,101.0,9408000000.0,8.0,145.0,74.0,5411000.0,145.0,1.0,69.0,29.0,28.0,78.0,138.0,145.0,49.0
2026Dominican Republic Military Strength,115.0,2.5853,64.0,73.0,101.0,76.0,122.0,47.0,6.0,145.0,82.0,83.0,76.0,101.0,308000.0,61.0,36.0,27.0,53.0,88.0,37.0,96114.0,72.0,145.0,40.0,40.0,61.0,30.0,145.0,55.0,145.0,99.0,127.0,145.0,91.0,145.0,56.0,145.0,145.0,145.0,145.0,145.0,145.0,52.0,145.0,145.0,66.0,146000.0,145.0,145.0,38.0,2440000000.0,145.0,145.0,60.0,2356000.0,145.0,16.0,80.0,92.0,30.0,84.0,111.0,107.0,0.0
2026Bosnia and Herzegovina Military Strength,133.0,3.1291,110.0,81.0,130.0,27.0,120.0,1.0,31.0,63.0,122.0,110.0,107.0,125.0,26000.0,114.0,83.0,145.0,77.0,89.0,145.0,48760.0,101.0,145.0,145.0,145.0,145.0,145.0,145.0,81.0,145.0,88.0,128.0,145.0,38.0,63.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,25.0,34000.0,145.0,145.0,15.0,225824000.0,145.0,29.0,86.0,7000.0,30.0,18.0,129.0,145.0,46.0,93.0,131.0,90.0,0.0
2026North Korea Military Strength,31.0,0.5933,138.0,96.0,59.0,32.0,94.0,71.0,39.0,40.0,56.0,57.0,64.0,52.0,1980000.0,5.0,15.0,15.0,6.0,6.0,12.0,415467.0,12.0,5.0,5.0,50.0,13.0,145.0,145.0,23.0,27.0,3.0,21.0,5.0,14.0,6.0,6.0,145.0,145.0,10.0,17.0,9.0,4.0,3.0,18.0,145.0,12.0,18000.0,145.0,145.0,1.0,0.0,145.0,19.0,96.0,178000.0,13.0,145.0,38.0,48.0,37.0,56.0,103.0,29.0,23.0
2026Chile Military Strength,49.0,0.8704,43.0,49.0,46.0,116.0,37.0,90.0,121.0,13.0,66.0,60.0,55.0,69.0,170000.0,62.0,58.0,24.0,50.0,58.0,24.0,294864.0,36.0,36.0,145.0,23.0,29.0,15.0,12.0,39.0,145.0,34.0,68.0,47.0,42.0,72.0,25.0,145.0,145.0,145.0,11.0,145.0,13.0,34.0,145.0,68.0,92.0,393000.0,53.0,60.0,58.0,5716000000.0,48.0,65.0,80.0,7613000.0,41.0,6.0,57.0,49.0,18.0,17.0,65.0,30.0,19.0
2026Sri Lanka Military Strength,68.0,1.3822,61.0,94.0,85.0,82.0,116.0,49.0,999.0,91.0,61.0,55.0,50.0,66.0,436000.0,21.0,48.0,145.0,26.0,35.0,18.0,303872.0,70.0,60.0,145.0,36.0,70.0,28.0,145.0,55.0,37.0,76.0,43.0,145.0,66.0,60.0,10.0,145.0,145.0,145.0,14.0,145.0,145.0,1.0,145.0,145.0,51.0,100000.0,145.0,145.0,1.0,0.0,145.0,145.0,59.0,2323000.0,145.0,38.0,62.0,70.0,41.0,95.0,45.0,82.0,44.0
2026Belgium Military Strength,61.0,1.2201,36.0,52.0,29.0,131.0,130.0,6.0,28.0,43.0,78.0,85.0,79.0,89.0,32990.0,98.0,84.0,145.0,58.0,109.0,70.0,118264.0,66.0,37.0,36.0,44.0,53.0,145.0,145.0,82.0,145.0,145.0,99.0,145.0,145.0,145.0,74.0,145.0,145.0,145.0,17.0,145.0,145.0,63.0,14.0,69.0,98.0,585000.0,145.0,87.0,70.0,15333564000.0,145.0,58.0,68.0,3103000.0,20.0,6.0,79.0,51.0,40.0,73.0,43.0,55.0,51.0
2026Democratic Republic of the Congo Military Strength,64.0,1.3051,80.0,105.0,98.0,41.0,11.0,3.0,125.0,9.0,14.0,18.0,18.0,10.0,207380.0,35.0,65.0,39.0,74.0,44.0,48.0,2506815.0,78.0,145.0,42.0,41.0,75.0,145.0,145.0,62.0,36.0,57.0,71.0,64.0,57.0,41.0,69.0,145.0,145.0,145.0,145.0,145.0,145.0,50.0,145.0,61.0,26.0,16000.0,52.0,93.0,3.0,0.0,91.0,145.0,34.0,304000.0,44.0,48.0,17.0,102.0,44.0,24.0,34.0,47.0,0.0
2026Egypt Military Strength,19.0,0.3651,18.0,48.0,56.0,101.0,29.0,68.0,64.0,32.0,15.0,16.0,15.0,14.0,1217500.0,13.0,18.0,7.0,12.0,10.0,15.0,1647643.0,9.0,10.0,7.0,13.0,6.0,21.0,145.0,11.0,7.0,6.0,17.0,6.0,12.0,11.0,23.0,145.0,4.0,145.0,6.0,10.0,11.0,26.0,6.0,26.0,104.0,163000.0,26.0,13.0,100.0,4728000000.0,19.0,72.0,65.0,3193000.0,62.0,25.0,20.0,38.0,23.0,60.0,76.0,38.0,16.0
2026Mali Military Strength,104.0,2.2598,107.0,135.0,92.0,24.0,23.0,999.0,122.0,45.0,60.0,71.0,69.0,61.0,44800.0,81.0,145.0,46.0,96.0,72.0,145.0,347408.0,84.0,59.0,36.0,43.0,73.0,30.0,145.0,86.0,37.0,145.0,97.0,145.0,79.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,33.0,46000.0,145.0,145.0,1.0,0.0,145.0,145.0,1.0,0.0,145.0,45.0,60.0,145.0,145.0,85.0,38.0,104.0,0.0
2026Ecuador Military Strength,72.0,1.4479,67.0,89.0,65.0,80.0,72.0,63.0,54.0,54.0,67.0,62.0,57.0,64.0,160750.0,80.0,43.0,52.0,54.0,90.0,40.0,325419.0,68.0,145.0,145.0,32.0,48.0,24.0,145.0,58.0,145.0,59.0,87.0,69.0,61.0,63.0,59.0,145.0,145.0,145.0,17.0,11.0,15.0,60.0,145.0,29.0,87.0,208000.0,16.0,68.0,18.0,0.0,72.0,145.0,12.0,14000.0,72.0,23.0,61.0,56.0,41.0,21.0,89.0,90.0,0.0
2026Zimbabwe Military Strength,105.0,2.2801,114.0,139.0,77.0,37.0,59.0,999.0,73.0,145.0,71.0,72.0,84.0,60.0,50800.0,96.0,145.0,31.0,59.0,91.0,145.0,355610.0,72.0,59.0,39.0,37.0,60.0,145.0,145.0,71.0,39.0,81.0,121.0,145.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,25.0,33200.0,145.0,145.0,1.0,0.0,145.0,32.0,76.0,1263000.0,51.0,43.0,75.0,145.0,145.0,34.0,51.0,56.0,0.0
2026Madagascar Military Strength,131.0,3.0381,118.0,119.0,134.0,17.0,47.0,84.0,999.0,74.0,53.0,54.0,51.0,44.0,21600.0,124.0,145.0,41.0,103.0,94.0,78.0,552537.0,107.0,145.0,145.0,50.0,145.0,145.0,145.0,91.0,145.0,96.0,139.0,145.0,89.0,145.0,76.0,145.0,145.0,145.0,145.0,145.0,145.0,60.0,145.0,145.0,14.0,20000.0,145.0,145.0,1.0,0.0,145.0,145.0,37.0,472000.0,64.0,56.0,40.0,98.0,34.0,50.0,99.0,94.0,0.0
2026Brazil Military Strength,11.0,0.2374,7.0,13.0,22.0,108.0,5.0,93.0,130.0,2.0,7.0,6.0,6.0,7.0,1916000.0,18.0,7.0,10.0,8.0,8.0,8.0,3476376.0,23.0,37.0,23.0,6.0,20.0,12.0,145.0,24.0,145.0,48.0,31.0,26.0,32.0,40.0,44.0,145.0,5.0,145.0,11.0,15.0,12.0,44.0,15.0,7.0,124.0,1058000.0,14.0,29.0,83.0,8984000000.0,33.0,24.0,99.0,16667000.0,17.0,17.0,6.0,22.0,16.0,2.0,4.0,9.0,21.0
2026India Military Strength,4.0,0.1346,3.0,5.0,5.0,110.0,7.0,91.0,129.0,10.0,2.0,2.0,2.0,1.0,4958000.0,2.0,8.0,2.0,3.0,3.0,4.0,23652761.0,4.0,4.0,4.0,4.0,8.0,5.0,11.0,4.0,9.0,5.0,2.0,35.0,3.0,16.0,4.0,3.0,145.0,5.0,3.0,5.0,7.0,7.0,145.0,21.0,127.0,4449000.0,22.0,23.0,98.0,25697000000.0,24.0,2.0,118.0,242000000.0,5.0,37.0,2.0,12.0,13.0,22.0,2.0,4.0,5.0
2026Serbia Military Strength,63.0,1.2938,77.0,58.0,69.0,66.0,111.0,999.0,55.0,75.0,101.0,99.0,98.0,106.0,624500.0,109.0,90.0,5.0,71.0,104.0,145.0,78819.0,64.0,55.0,31.0,48.0,49.0,145.0,145.0,53.0,41.0,54.0,70.0,36.0,54.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,47.0,75000.0,63.0,67.0,44.0,2585624000.0,58.0,16.0,102.0,4609000.0,15.0,16.0,97.0,145.0,145.0,74.0,88.0,57.0,0.0
2026Vietnam Military Strength,23.0,0.4066,25.0,33.0,35.0,75.0,64.0,80.0,93.0,3.0,16.0,12.0,11.0,13.0,5700000.0,11.0,1.0,8.0,19.0,1.0,15.0,1775206.0,38.0,31.0,145.0,45.0,30.0,28.0,145.0,36.0,145.0,10.0,12.0,55.0,4.0,8.0,32.0,145.0,145.0,145.0,10.0,6.0,12.0,41.0,11.0,35.0,97.0,357000.0,23.0,42.0,61.0,0.0,27.0,14.0,108.0,44580000.0,25.0,22.0,12.0,11.0,31.0,82.0,27.0,65.0,29.0
2026Eritrea Military Strength,119.0,2.6841,145.0,143.0,132.0,1.0,95.0,62.0,46.0,145.0,103.0,113.0,115.0,108.0,1030000.0,20.0,13.0,145.0,104.0,23.0,73.0,75166.0,97.0,63.0,145.0,46.0,76.0,145.0,145.0,83.0,39.0,68.0,125.0,50.0,68.0,53.0,63.0,145.0,145.0,145.0,145.0,145.0,145.0,48.0,145.0,145.0,3.0,5000.0,145.0,145.0,1.0,0.0,145.0,145.0,1.0,0.0,145.0,56.0,123.0,111.0,45.0,100.0,116.0,115.0,0.0
2026Niger Military Strength,120.0,2.6867,125.0,127.0,115.0,23.0,21.0,999.0,105.0,87.0,55.0,65.0,65.0,50.0,30000.0,101.0,145.0,45.0,82.0,111.0,145.0,442173.0,92.0,145.0,46.0,44.0,145.0,29.0,145.0,83.0,43.0,145.0,115.0,145.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,12.0,5000.0,53.0,83.0,6.0,349000.0,145.0,68.0,36.0,1000.0,67.0,54.0,54.0,145.0,145.0,89.0,113.0,145.0,0.0
